airport,date,year,month,dep_flights,dep_cancelled,dep_diverted,dep_delayed15,dep_cancel_rate,dep_delay15_rate,avg_dep_delay,arr_flights,arr_cancelled,arr_diverted,arr_delayed15,arr_cancel_rate,arr_delay15_rate,avg_arr_delay,avg_taxi_out,avg_taxi_in,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min
DTW,2022-06-27,2022,6,383,11,3,104,0.0287,0.2796,18.65,385,18,0,74,0.0468,0.2016,6.95,15.29,8.78,5187.0,211.0,403.0,0,865.0
DTW,2022-06-28,2022,6,361,2,0,50,0.0055,0.1393,4.8,360,1,0,52,0.0028,0.1448,1.51,15.06,8.55,1276.0,0,147.0,0,593.0
DTW,2022-06-29,2022,6,368,4,1,29,0.0109,0.0797,1.43,365,3,1,32,0.0082,0.0884,-5.27,15.84,8.65,652.0,41.0,285.0,0,355.0
DTW,2022-06-30,2022,6,383,8,0,35,0.0209,0.0933,2.58,384,7,0,24,0.0182,0.0637,-4.16,14.83,8.42,1084.0,405.0,172.0,0,94.0
DTW,2022-12-01,2022,12,342,2,0,44,0.0058,0.1294,4.78,344,1,0,39,0.0029,0.1137,-1.22,14.68,8.87,1009.0,26.0,221.0,4.0,788.0
DTW,2022-12-02,2022,12,344,0,0,32,0.0,0.093,2.01,345,0,0,25,0.0,0.0725,-5.94,14.53,8.77,1156.0,51.0,332.0,0,119.0
DTW,2022-12-03,2022,12,292,0,2,24,0.0,0.0822,1.43,296,0,0,29,0.0,0.098,-6.62,15.78,8.87,625.0,0,570.0,0,316.0
DTW,2022-12-04,2022,12,345,0,2,37,0.0,0.1072,3.55,342,0,0,38,0.0,0.1111,2.4,17.72,9.14,1467.0,0,632.0,0,355.0
DTW,2022-12-05,2022,12,341,0,0,35,0.0,0.1026,4.46,343,0,0,28,0.0,0.0816,-7.74,14.48,8.45,967.0,311.0,261.0,0,760.0
DTW,2022-12-06,2022,12,316,0,1,17,0.0,0.0538,-0.76,317,0,0,16,0.0,0.0505,-12.25,14.57,8.34,659.0,170.0,413.0,0,94.0
DTW,2022-12-07,2022,12,327,0,0,32,0.0,0.0979,2.26,322,0,0,32,0.0,0.0994,-1.89,14.23,8.52,597.0,173.0,603.0,0,420.0
DTW,2022-12-08,2022,12,343,0,0,30,0.0,0.0875,1.76,342,0,0,32,0.0,0.0936,-6.7,14.21,8.87,602.0,3.0,166.0,0,667.0
DTW,2022-12-09,2022,12,345,0,0,35,0.0,0.1014,2.5,345,1,0,35,0.0029,0.1017,-4.52,14.72,9.02,866.0,359.0,377.0,0,67.0
DTW,2022-12-10,2022,12,292,0,0,33,0.0,0.113,3.44,295,0,0,36,0.0,0.122,-3.78,14.35,8.92,718.0,0,332.0,0,363.0
DTW,2022-12-11,2022,12,345,1,1,46,0.0029,0.1337,6.53,342,1,0,35,0.0029,0.1026,-0.86,14.21,9.13,1288.0,0,647.0,0,923.0
DTW,2022-12-12,2022,12,337,0,0,43,0.0,0.1276,3.56,338,1,0,48,0.003,0.1424,-1.16,13.8,8.85,486.0,215.0,338.0,0,645.0
DTW,2022-12-13,2022,12,315,2,0,33,0.0063,0.1054,2.5,315,3,0,42,0.0095,0.1346,-0.72,14.73,8.66,664.0,41.0,565.0,0,366.0
DTW,2022-12-14,2022,12,319,3,1,33,0.0094,0.1044,4.3,318,0,0,29,0.0,0.0912,-5.31,14.24,8.94,1119.0,0,169.0,0,546.0
DTW,2022-12-15,2022,12,337,4,1,56,0.0119,0.1682,7.64,338,4,0,66,0.0118,0.1976,3.08,15.4,8.99,1122.0,218.0,849.0,0,672.0
DTW,2022-12-16,2022,12,344,5,0,69,0.0145,0.2035,13.32,345,4,0,80,0.0116,0.2346,8.81,23.4,9.27,1851.0,856.0,2010.0,3.0,1300.0
DTW,2022-12-17,2022,12,291,0,1,65,0.0,0.2234,13.97,294,0,0,89,0.0,0.3027,11.41,28.22,9.51,2949.0,177.0,1150.0,0,922.0
DTW,2022-12-18,2022,12,323,0,0,54,0.0,0.1672,7.99,319,1,0,68,0.0031,0.2138,7.71,27.18,9.78,1368.0,465.0,1158.0,4.0,719.0
DTW,2022-12-19,2022,12,320,0,0,51,0.0,0.1594,6.63,321,0,0,65,0.0,0.2025,9.04,21.4,9.34,1135.0,501.0,582.0,0,540.0
DTW,2022-12-20,2022,12,320,2,0,34,0.0063,0.1069,2.73,320,3,0,45,0.0094,0.142,-2.92,15.5,8.91,644.0,30.0,335.0,0,351.0
DTW,2022-12-21,2022,12,323,4,0,66,0.0124,0.2069,9.57,320,1,0,72,0.0031,0.2257,10.56,18.2,9.03,1617.0,281.0,316.0,39.0,584.0
DTW,2022-12-22,2022,12,327,28,2,96,0.0856,0.3211,24.51,329,42,2,79,0.1277,0.2753,16.82,17.39,9.37,2554.0,1537.0,837.0,0,2463.0
DTW,2022-12-23,2022,12,327,186,2,112,0.5688,0.7943,106.12,327,168,0,113,0.5138,0.7107,92.97,39.26,24.96,6366.0,3879.0,2087.0,0,4029.0
DTW,2022-12-24,2022,12,252,77,0,134,0.3056,0.7657,82.16,261,82,1,118,0.3142,0.6592,68.66,38.81,15.77,8790.0,2193.0,2419.0,0,2625.0
DTW,2022-12-25,2022,12,251,45,0,126,0.1793,0.6117,47.76,248,52,0,91,0.2097,0.4643,43.26,37.85,12.61,5950.0,1714.0,1769.0,129.0,1548.0
DTW,2022-12-26,2022,12,317,32,1,141,0.1009,0.4947,35.82,315,41,0,123,0.1302,0.4489,30.34,25.31,10.79,5791.0,463.0,1499.0,0,2272.0
DTW,2022-12-27,2022,12,315,14,1,93,0.0444,0.309,17.84,315,14,0,73,0.0444,0.2425,6.54,18.99,10.42,2531.0,75.0,356.0,0,876.0
DTW,2022-12-28,2022,12,315,8,2,79,0.0254,0.2573,14.36,315,9,0,53,0.0286,0.1732,3.0,15.54,9.57,1835.0,104.0,277.0,0,954.0
DTW,2022-12-29,2022,12,314,8,0,53,0.0255,0.1732,10.96,315,6,0,30,0.019,0.0971,-0.22,15.64,9.25,1900.0,49.0,219.0,0,787.0
DTW,2022-12-30,2022,12,313,0,0,59,0.0,0.1885,18.31,314,0,0,42,0.0,0.1338,-4.25,15.42,10.31,4373.0,0,170.0,55.0,713.0
DTW,2022-12-31,2022,12,254,0,1,34,0.0,0.1339,8.29,256,0,0,26,0.0,0.1016,0.64,15.32,9.42,1138.0,48.0,743.0,38.0,341.0
DTW,2023-01-01,2023,1,255,3,0,48,0.0118,0.1905,9.61,254,2,0,47,0.0079,0.1865,3.83,15.02,10.06,1299.0,62.0,375.0,0,521.0
DTW,2023-01-02,2023,1,318,2,1,97,0.0063,0.307,20.41,315,4,0,84,0.0127,0.2701,13.86,15.14,9.43,2487.0,507.0,1757.0,31.0,1188.0
DTW,2023-01-03,2023,1,316,7,2,74,0.0222,0.2395,15.48,318,7,0,74,0.022,0.2379,15.26,15.51,10.63,2226.0,153.0,533.0,0,870.0
DTW,2023-01-04,2023,1,314,11,1,87,0.035,0.2871,23.14,314,9,1,82,0.0287,0.2689,18.12,15.31,9.44,3409.0,300.0,2001.0,0,853.0
DTW,2023-01-05,2023,1,311,2,0,69,0.0064,0.2233,14.32,312,4,0,80,0.0128,0.2597,9.34,17.23,9.05,1691.0,797.0,254.0,17.0,1548.0
DTW,2023-01-06,2023,1,313,1,0,35,0.0032,0.1122,5.91,312,1,0,35,0.0032,0.1125,-1.98,20.96,9.44,1895.0,0,289.0,0,105.0
DTW,2023-01-07,2023,1,301,1,1,45,0.0033,0.15,12.1,297,1,0,44,0.0034,0.1486,3.85,24.49,9.97,3081.0,0,667.0,0,328.0
DTW,2023-01-08,2023,1,327,0,0,50,0.0,0.1529,12.07,324,0,0,53,0.0,0.1636,-0.41,15.3,9.38,3397.0,20.0,463.0,0,274.0
DTW,2023-01-09,2023,1,331,0,0,56,0.0,0.1692,8.59,331,0,0,44,0.0,0.1329,1.58,18.66,9.35,2133.0,241.0,285.0,0,534.0
DTW,2023-01-10,2023,1,316,0,1,36,0.0,0.1139,1.98,316,0,0,29,0.0,0.0918,-5.29,16.5,8.89,730.0,149.0,89.0,0,14.0
DTW,2023-01-11,2023,1,322,6,1,188,0.0186,0.5949,53.99,320,9,0,148,0.0281,0.4759,33.44,16.77,8.83,6580.0,18.0,2851.0,677.0,4264.0
DTW,2023-01-12,2023,1,331,3,0,66,0.0091,0.2012,11.98,331,0,1,56,0.0,0.1692,4.3,14.92,9.35,2165.0,132.0,913.0,0,780.0
DTW,2023-01-13,2023,1,334,2,0,75,0.006,0.2259,14.45,334,4,0,91,0.012,0.2758,14.71,23.05,9.98,2004.0,478.0,578.0,0,1573.0
DTW,2023-01-14,2023,1,280,0,0,45,0.0,0.1607,9.99,282,0,0,46,0.0,0.1631,-1.02,15.47,9.64,1804.0,98.0,248.0,0,251.0
DTW,2023-01-15,2023,1,289,0,0,37,0.0,0.128,5.45,292,0,0,31,0.0,0.1062,-4.42,20.27,9.26,1703.0,0,374.0,0,67.0
DTW,2023-01-16,2023,1,334,0,0,39,0.0,0.1168,1.5,332,0,0,42,0.0,0.1265,-4.38,18.72,9.37,365.0,0,280.0,0,290.0
DTW,2023-01-17,2023,1,324,1,0,37,0.0031,0.1146,3.12,324,0,0,31,0.0,0.0957,-7.05,14.95,9.06,764.0,140.0,71.0,0,351.0
DTW,2023-01-18,2023,1,330,2,0,32,0.0061,0.0976,1.95,328,3,0,30,0.0091,0.0923,-5.94,14.51,8.9,1109.0,19.0,129.0,0,159.0
DTW,2023-01-19,2023,1,338,2,1,53,0.0059,0.1577,7.97,339,4,0,50,0.0118,0.1493,-0.44,17.04,9.83,1278.0,402.0,769.0,0,317.0
DTW,2023-01-20,2023,1,342,1,0,36,0.0029,0.1056,4.06,343,1,0,45,0.0029,0.1316,-1.46,16.49,9.32,1180.0,178.0,140.0,0,344.0
DTW,2023-01-21,2023,1,286,0,1,36,0.0,0.1259,3.12,287,0,0,30,0.0,0.1045,-2.74,18.89,9.77,878.0,0,84.0,16.0,282.0
DTW,2023-01-22,2023,1,335,1,0,123,0.003,0.3683,26.8,335,3,0,125,0.009,0.3765,23.75,39.18,11.03,5085.0,1752.0,3751.0,0,2476.0
DTW,2023-01-23,2023,1,336,4,0,60,0.0119,0.1807,9.41,338,3,0,59,0.0089,0.1761,4.8,22.03,9.36,1429.0,693.0,750.0,0,685.0
DTW,2023-01-24,2023,1,325,0,0,26,0.0,0.08,-1.21,325,1,0,31,0.0031,0.0957,-6.02,17.81,8.6,427.0,0,251.0,0,39.0
DTW,2023-01-25,2023,1,330,32,0,130,0.097,0.4362,49.28,328,33,2,159,0.1006,0.539,52.75,43.58,13.03,4405.0,3292.0,6820.0,0,4830.0
DTW,2023-01-26,2023,1,340,1,0,95,0.0029,0.2802,15.78,340,2,0,89,0.0059,0.2633,12.28,30.07,9.54,2644.0,1711.0,1002.0,0,905.0
DTW,2023-01-27,2023,1,343,1,0,56,0.0029,0.1637,8.96,343,1,0,69,0.0029,0.2018,12.06,27.68,10.63,2690.0,121.0,1158.0,6.0,633.0
DTW,2023-01-28,2023,1,288,0,2,24,0.0,0.0833,1.87,289,0,1,30,0.0,0.1038,0.22,15.1,9.46,886.0,29.0,58.0,0,155.0
DTW,2023-01-29,2023,1,336,1,0,73,0.003,0.2179,13.04,335,2,0,76,0.006,0.2282,8.5,27.71,10.34,3231.0,482.0,1745.0,0,997.0
DTW,2023-01-30,2023,1,336,1,2,63,0.003,0.1881,12.16,338,2,0,80,0.0059,0.2381,10.2,29.35,10.57,2444.0,1029.0,2426.0,0,937.0
DTW,2023-01-31,2023,1,324,10,1,67,0.0309,0.2134,12.96,323,8,0,58,0.0248,0.1841,4.3,17.97,9.34,2293.0,178.0,611.0,0,1265.0
DTW,2023-06-01,2023,6,361,2,1,74,0.0055,0.2061,17.24,361,2,0,63,0.0055,0.1755,9.63,15.49,7.58,3511.0,64.0,1033.0,0,2060.0
DTW,2023-06-02,2023,6,364,1,1,67,0.0027,0.1846,13.2,364,1,0,73,0.0027,0.2011,6.75,14.88,7.86,2590.0,50.0,1227.0,0,1172.0
DTW,2023-06-03,2023,6,306,2,2,53,0.0065,0.1743,9.46,306,1,1,62,0.0033,0.2033,11.7,14.27,7.81,1941.0,0,280.0,0,651.0
DTW,2023-06-04,2023,6,358,0,0,48,0.0,0.1341,6.44,356,0,0,50,0.0,0.1404,-1.85,14.13,7.84,1575.0,124.0,176.0,0,892.0
DTW,2023-06-05,2023,6,367,1,0,35,0.0027,0.0956,4.71,369,0,0,49,0.0,0.1328,1.12,15.29,7.99,379.0,0,146.0,0,1513.0
DTW,2023-06-06,2023,6,344,0,1,47,0.0,0.1366,9.56,344,0,0,68,0.0,0.1977,10.75,14.34,7.67,1715.0,0,147.0,0,1664.0
DTW,2023-06-07,2023,6,352,0,0,57,0.0,0.1619,5.55,349,0,0,55,0.0,0.1576,1.55,15.09,7.59,866.0,85.0,738.0,0,450.0
DTW,2023-06-08,2023,6,361,0,2,61,0.0,0.169,7.87,361,0,0,56,0.0,0.1551,5.81,15.12,7.7,1846.0,121.0,652.0,0,471.0
DTW,2023-06-09,2023,6,367,0,0,69,0.0,0.188,10.86,366,0,0,75,0.0,0.2049,6.75,15.17,7.9,2030.0,0,149.0,28.0,1591.0
DTW,2023-06-10,2023,6,310,0,0,38,0.0,0.1226,4.03,310,1,0,41,0.0032,0.1327,1.85,15.2,7.39,1103.0,101.0,505.0,0,399.0
DTW,2023-06-11,2023,6,355,2,1,64,0.0056,0.1813,8.86,356,1,0,68,0.0028,0.1915,4.85,15.45,8.55,2328.0,105.0,494.0,0,818.0
DTW,2023-06-12,2023,6,363,7,0,88,0.0193,0.2472,12.81,364,6,1,66,0.0165,0.1844,5.81,15.7,7.84,1727.0,43.0,798.0,0,1911.0
DTW,2023-06-13,2023,6,339,1,1,74,0.0029,0.2189,8.93,340,0,0,66,0.0,0.1941,2.18,15.88,7.68,1872.0,17.0,390.0,0,598.0
DTW,2023-06-14,2023,6,350,2,2,78,0.0057,0.2241,13.93,348,2,0,74,0.0057,0.2139,8.01,16.08,7.99,2017.0,110.0,1505.0,0,1457.0
DTW,2023-06-15,2023,6,361,4,1,145,0.0111,0.4062,30.4,361,4,5,135,0.0111,0.3782,22.8,16.46,8.99,3959.0,2854.0,928.0,0,2699.0
DTW,2023-06-16,2023,6,367,7,0,130,0.0191,0.3611,23.93,366,7,1,108,0.0191,0.3008,16.1,15.2,8.22,4303.0,318.0,944.0,0,2346.0
DTW,2023-06-17,2023,6,311,7,1,77,0.0225,0.2533,13.62,310,4,0,71,0.0129,0.232,10.44,15.61,8.81,1355.0,492.0,1149.0,6.0,1122.0
DTW,2023-06-18,2023,6,355,5,0,88,0.0141,0.2514,17.64,356,7,1,74,0.0197,0.212,12.59,15.45,9.12,4341.0,5.0,431.0,0,1221.0
DTW,2023-06-19,2023,6,362,3,2,73,0.0083,0.2033,9.94,364,5,0,69,0.0137,0.1922,6.31,16.26,8.52,2300.0,58.0,408.0,0,971.0
DTW,2023-06-20,2023,6,340,3,2,69,0.0088,0.2047,7.3,341,2,0,72,0.0059,0.2124,4.94,16.58,8.43,1408.0,0,428.0,0,569.0
DTW,2023-06-21,2023,6,352,1,2,71,0.0028,0.2023,8.11,350,2,0,57,0.0057,0.1638,2.24,15.87,8.43,1629.0,0,885.0,41.0,608.0
DTW,2023-06-22,2023,6,364,6,1,90,0.0165,0.2514,16.3,363,6,1,77,0.0165,0.2157,10.1,17.15,8.46,2695.0,53.0,1408.0,22.0,2219.0
DTW,2023-06-23,2023,6,367,2,2,95,0.0054,0.2603,19.69,366,4,0,95,0.0109,0.2624,18.42,17.0,8.81,3304.0,157.0,1715.0,0,2496.0
DTW,2023-06-24,2023,6,309,3,0,62,0.0097,0.2026,11.36,308,4,0,59,0.013,0.1941,4.71,15.09,8.73,2153.0,29.0,791.0,0,627.0
DTW,2023-06-25,2023,6,355,32,1,116,0.0901,0.3591,39.62,357,25,2,111,0.07,0.3343,35.53,18.12,10.25,5394.0,1533.0,3870.0,0,3681.0
DTW,2023-06-26,2023,6,361,37,2,140,0.1025,0.4321,43.73,363,46,1,120,0.1267,0.3785,52.65,16.52,9.97,7903.0,1039.0,1485.0,0,3252.0
DTW,2023-06-27,2023,6,342,26,0,118,0.076,0.3734,28.88,343,28,0,109,0.0816,0.346,28.34,17.03,9.14,3689.0,45.0,2784.0,0,1994.0
DTW,2023-06-28,2023,6,352,11,1,94,0.0312,0.2757,19.22,350,14,0,82,0.04,0.244,14.76,15.18,8.63,3881.0,0,366.0,0,1683.0
DTW,2023-06-29,2023,6,363,3,2,94,0.0083,0.2611,22.36,364,2,0,85,0.0055,0.2348,17.89,15.6,8.97,3472.0,207.0,1124.0,0,2853.0
DTW,2023-06-30,2023,6,366,1,0,90,0.0027,0.2466,23.41,366,3,0,86,0.0082,0.2369,12.12,15.94,8.76,5318.0,46.0,1049.0,0,2042.0
DTW,2023-07-01,2023,7,322,0,1,127,0.0,0.3944,34.7,321,0,0,114,0.0,0.3551,26.29,17.39,9.48,6321.0,829.0,1270.0,0,2792.0
DTW,2023-07-02,2023,7,316,4,0,131,0.0127,0.4199,31.04,318,2,0,120,0.0063,0.3797,23.58,17.74,11.58,4193.0,1925.0,1427.0,8.0,2249.0
DTW,2023-07-03,2023,7,301,0,0,50,0.0,0.1661,10.34,305,1,0,51,0.0033,0.1678,10.37,16.43,10.09,1655.0,559.0,304.0,25.0,867.0
DTW,2023-07-04,2023,7,283,4,0,28,0.0141,0.1004,2.58,283,3,0,30,0.0106,0.1071,-0.47,15.19,8.65,653.0,15.0,683.0,0,247.0
DTW,2023-07-05,2023,7,355,1,2,72,0.0028,0.2034,12.45,351,3,0,71,0.0085,0.204,3.86,15.12,8.89,2336.0,516.0,624.0,2.0,1374.0
DTW,2023-07-06,2023,7,334,3,0,43,0.009,0.1299,10.1,334,2,0,43,0.006,0.1295,2.75,16.15,8.42,2345.0,45.0,552.0,0,1115.0
DTW,2023-07-07,2023,7,333,5,2,71,0.015,0.2165,20.35,332,6,0,79,0.0181,0.2423,14.75,16.49,8.46,2957.0,3.0,1910.0,0,2379.0
DTW,2023-07-08,2023,7,326,2,1,63,0.0061,0.1944,12.53,325,4,0,64,0.0123,0.1994,10.69,15.45,8.87,1631.0,86.0,1135.0,0,1584.0
DTW,2023-07-09,2023,7,361,30,1,84,0.0831,0.2538,21.21,361,26,0,84,0.072,0.2507,23.6,15.56,9.39,3378.0,385.0,1187.0,0,1783.0
DTW,2023-07-10,2023,7,372,10,0,88,0.0269,0.2431,15.56,373,7,0,77,0.0188,0.2104,8.23,15.65,8.71,2497.0,62.0,648.0,0,2189.0
DTW,2023-07-11,2023,7,363,0,0,70,0.0,0.1928,10.5,364,2,2,77,0.0055,0.2127,6.01,16.21,8.51,1683.0,205.0,618.0,0,1488.0
DTW,2023-07-12,2023,7,365,4,1,55,0.011,0.1524,9.53,365,4,0,51,0.011,0.1413,8.23,16.62,9.12,1410.0,196.0,1490.0,0,1249.0
DTW,2023-07-13,2023,7,375,5,0,69,0.0133,0.1865,11.82,374,3,0,59,0.008,0.159,3.2,15.72,8.93,1605.0,198.0,901.0,0,2177.0
DTW,2023-07-14,2023,7,377,16,5,119,0.0424,0.3296,28.01,376,14,1,109,0.0372,0.3011,24.45,17.09,9.35,4490.0,222.0,2302.0,0,3275.0
DTW,2023-07-15,2023,7,340,3,1,96,0.0088,0.2849,18.06,339,4,0,84,0.0118,0.2507,13.36,16.01,8.96,3330.0,105.0,955.0,11.0,1505.0
DTW,2023-07-16,2023,7,370,18,2,121,0.0486,0.3438,28.52,370,15,0,134,0.0405,0.3775,30.41,16.35,9.19,4036.0,876.0,1183.0,0,3903.0
DTW,2023-07-17,2023,7,373,5,0,104,0.0134,0.2826,17.15,374,8,0,88,0.0214,0.2404,14.21,15.3,8.75,2758.0,0,1163.0,0,2438.0
DTW,2023-07-18,2023,7,363,11,4,86,0.0303,0.2443,18.2,364,10,0,67,0.0275,0.1893,5.66,15.07,9.01,2456.0,0,2661.0,0,1414.0
DTW,2023-07-19,2023,7,366,2,1,70,0.0055,0.1923,12.7,366,6,0,64,0.0164,0.1778,3.36,15.1,8.9,3196.0,0,288.0,0,1013.0
DTW,2023-07-20,2023,7,376,10,1,137,0.0266,0.3743,31.06,375,7,11,120,0.0187,0.3261,22.75,18.55,9.29,3417.0,2936.0,2062.0,0,4798.0
DTW,2023-07-21,2023,7,378,9,1,126,0.0238,0.3415,23.65,377,8,0,113,0.0212,0.3062,21.46,15.69,9.07,4457.0,279.0,1375.0,0,1975.0
DTW,2023-07-22,2023,7,339,4,1,87,0.0118,0.2597,15.38,339,7,0,69,0.0206,0.2078,8.68,15.7,9.45,3185.0,474.0,582.0,0,703.0
DTW,2023-07-23,2023,7,371,3,0,120,0.0081,0.3261,19.05,371,4,0,120,0.0108,0.327,15.38,16.65,9.34,3252.0,32.0,931.0,0,2641.0
DTW,2023-07-24,2023,7,374,1,0,72,0.0027,0.193,8.19,375,0,0,77,0.0,0.2053,4.36,15.93,8.66,1383.0,69.0,653.0,0,1129.0
DTW,2023-07-25,2023,7,363,12,2,76,0.0331,0.2165,21.33,364,12,0,70,0.033,0.1989,8.45,15.84,8.72,3566.0,464.0,2501.0,0,859.0
DTW,2023-07-26,2023,7,366,6,1,161,0.0164,0.4472,39.98,366,6,2,131,0.0164,0.3639,26.06,19.84,11.46,5941.0,3190.0,1776.0,40.0,4479.0
DTW,2023-07-27,2023,7,377,9,1,105,0.0239,0.2853,21.59,376,10,1,82,0.0266,0.224,15.99,16.02,9.02,3389.0,381.0,1467.0,0,2358.0
DTW,2023-07-28,2023,7,378,7,0,112,0.0185,0.3019,23.72,377,7,1,116,0.0186,0.3135,16.51,17.01,9.59,3404.0,1108.0,1644.0,0,3358.0
DTW,2023-07-29,2023,7,339,9,0,100,0.0265,0.303,25.48,339,13,0,92,0.0383,0.2822,17.14,15.65,9.75,4393.0,83.0,1402.0,0,2369.0
DTW,2023-07-30,2023,7,371,4,0,74,0.0108,0.2016,9.93,371,2,0,68,0.0054,0.1843,5.62,15.43,9.28,2031.0,0,689.0,47.0,1205.0
DTW,2023-07-31,2023,7,372,3,0,66,0.0081,0.1789,6.88,374,5,0,60,0.0134,0.1626,3.97,15.38,9.53,1459.0,0,664.0,0,663.0
DTW,2023-12-01,2023,12,334,0,1,31,0.0,0.0928,2.94,334,0,0,30,0.0,0.0898,-1.84,14.89,9.56,1376.0,0,258.0,0,135.0
DTW,2023-12-02,2023,12,301,0,2,31,0.0,0.103,4.33,300,0,1,26,0.0,0.0867,-6.77,14.42,9.2,1476.0,0,198.0,0,602.0
DTW,2023-12-03,2023,12,328,0,1,92,0.0,0.2805,28.14,328,0,11,80,0.0,0.2439,22.73,17.1,10.45,3928.0,2802.0,687.0,0,1901.0
DTW,2023-12-04,2023,12,329,0,1,31,0.0,0.0942,2.49,327,0,1,25,0.0,0.0765,-3.67,15.08,9.11,1098.0,117.0,84.0,0,123.0
DTW,2023-12-05,2023,12,310,0,0,29,0.0,0.0935,0.36,311,1,0,26,0.0032,0.0839,-4.66,16.07,9.22,533.0,65.0,140.0,0,171.0
DTW,2023-12-06,2023,12,314,0,0,28,0.0,0.0892,1.64,311,0,0,31,0.0,0.0997,-3.59,20.34,8.89,698.0,68.0,185.0,0,360.0
DTW,2023-12-07,2023,12,361,0,1,47,0.0,0.1302,4.29,360,0,0,33,0.0,0.0917,-7.04,14.79,8.67,1294.0,204.0,84.0,0,236.0
DTW,2023-12-08,2023,12,361,0,0,31,0.0,0.0859,0.99,361,0,0,21,0.0,0.0582,-12.83,16.18,8.89,1052.0,0,109.0,0,143.0
DTW,2023-12-09,2023,12,302,0,0,27,0.0,0.0894,0.59,303,0,0,19,0.0,0.0627,-10.15,15.22,8.87,817.0,28.0,158.0,0,211.0
DTW,2023-12-10,2023,12,358,1,0,56,0.0028,0.1569,10.36,357,1,0,52,0.0028,0.1461,0.13,16.68,9.22,2009.0,202.0,1734.0,0,1151.0
DTW,2023-12-11,2023,12,359,2,0,62,0.0056,0.1737,8.02,358,1,1,40,0.0028,0.112,3.31,16.14,9.18,2117.0,0,397.0,0,394.0
DTW,2023-12-12,2023,12,339,0,0,13,0.0,0.0383,-3.66,339,0,0,15,0.0,0.0442,-10.48,17.72,8.98,29.0,0,132.0,0,35.0
DTW,2023-12-13,2023,12,342,0,0,15,0.0,0.0439,-2.03,342,1,0,17,0.0029,0.0499,-7.87,18.99,8.79,286.0,0,208.0,0,57.0
DTW,2023-12-14,2023,12,358,0,0,29,0.0,0.081,2.38,357,0,0,30,0.0,0.084,-7.74,15.42,8.62,994.0,0,62.0,0,293.0
DTW,2023-12-15,2023,12,357,0,0,31,0.0,0.0868,1.58,360,0,0,33,0.0,0.0917,-6.94,16.73,9.13,386.0,24.0,81.0,0,470.0
DTW,2023-12-16,2023,12,303,0,0,22,0.0,0.0726,1.54,308,0,0,23,0.0,0.0747,-8.18,14.26,8.91,369.0,0,155.0,0,442.0
DTW,2023-12-17,2023,12,320,1,0,44,0.0031,0.1379,10.73,318,1,0,43,0.0031,0.1356,-1.05,15.34,9.67,1009.0,0,1109.0,0,1507.0
DTW,2023-12-18,2023,12,320,2,3,71,0.0063,0.2233,15.15,319,2,0,65,0.0063,0.205,6.51,28.66,9.77,2504.0,239.0,1942.0,0,1340.0
DTW,2023-12-19,2023,12,317,0,0,53,0.0,0.1672,7.06,317,0,0,48,0.0,0.1514,-0.1,15.59,9.34,1038.0,0,94.0,0,819.0
DTW,2023-12-20,2023,12,318,0,0,40,0.0,0.1258,5.18,320,0,0,41,0.0,0.1281,-4.53,15.06,8.97,1226.0,0,117.0,0,278.0
DTW,2023-12-21,2023,12,328,0,0,34,0.0,0.1037,1.62,326,0,0,30,0.0,0.092,-7.51,14.62,8.71,351.0,0,201.0,4.0,342.0
DTW,2023-12-22,2023,12,330,2,0,49,0.0061,0.1494,6.05,330,1,0,37,0.003,0.1125,-2.82,16.34,9.43,1488.0,0,135.0,124.0,170.0
DTW,2023-12-23,2023,12,322,2,1,56,0.0062,0.175,13.7,326,2,0,55,0.0061,0.1698,3.47,16.35,9.48,666.0,1889.0,182.0,0,1296.0
DTW,2023-12-24,2023,12,256,4,1,35,0.0156,0.1389,15.22,260,3,0,32,0.0115,0.1245,2.91,16.63,11.01,1709.0,986.0,738.0,0,854.0
DTW,2023-12-25,2023,12,252,1,1,22,0.004,0.0876,4.14,249,2,0,30,0.008,0.1215,-3.87,15.17,9.36,677.0,531.0,23.0,5.0,182.0
DTW,2023-12-26,2023,12,322,1,0,59,0.0031,0.1838,10.59,318,1,0,62,0.0031,0.1956,3.84,16.5,9.15,855.0,38.0,1697.0,0,954.0
DTW,2023-12-27,2023,12,321,0,2,58,0.0,0.1807,9.93,321,0,0,47,0.0,0.1464,0.52,15.61,9.47,1205.0,677.0,962.0,0,517.0
DTW,2023-12-28,2023,12,322,0,1,43,0.0,0.1335,6.33,323,0,0,43,0.0,0.1331,-2.73,15.68,9.5,908.0,11.0,452.0,0,834.0
DTW,2023-12-29,2023,12,321,0,0,29,0.0,0.0903,1.22,322,0,0,30,0.0,0.0932,-7.72,16.92,9.29,406.0,31.0,240.0,0,93.0
DTW,2023-12-30,2023,12,318,0,1,37,0.0,0.1164,2.32,322,0,0,36,0.0,0.1118,-2.46,16.06,9.09,318.0,188.0,105.0,0,144.0
DTW,2023-12-31,2023,12,259,0,0,26,0.0,0.1004,1.96,261,0,0,42,0.0,0.1609,-3.39,17.7,9.05,432.0,14.0,87.0,0,158.0
DTW,2024-01-01,2024,1,262,0,0,20,0.0,0.0763,1.06,260,0,0,28,0.0,0.1077,-0.37,17.84,9.15,373.0,10.0,134.0,0,205.0
